state_abb,county_name,votes_all,dem_margin
IA,WRIGHT,5723,-0.36
KS,ALLEN,5620,-0.46
KS,ANDERSON,3802,-0.6
KS,ATCHISON,7284,-0.37
KS,BARBER,2170,-0.72
KS,BARTON,10617,-0.57
KS,BOURBON,6592,-0.54
KS,BROWN,4274,-0.48
KS,BUTLER,32271,-0.41
KS,CHASE,1476,-0.5
KS,CHAUTAUQUA,1528,-0.71
KS,CHEROKEE,8740,-0.53
KS,CHEYENNE,1422,-0.69
KS,CLARK,1014,-0.73
KS,CLAY,4113,-0.56
KS,CLOUD,4061,-0.6
KS,COFFEY,4396,-0.56
KS,COMANCHE,874,-0.68
KS,COWLEY,13554,-0.4
KS,CRAWFORD,16417,-0.25
KS,DECATUR,1454,-0.69
KS,DICKINSON,9154,-0.55
KS,DONIPHAN,3592,-0.63
KS,DOUGLAS,58707,0.38
KS,EDWARDS,1269,-0.65
KS,ELK,1339,-0.7
KS,ELLIS,13568,-0.46
KS,ELLSWORTH,2760,-0.52
KS,FINNEY,10816,-0.35
KS,FORD,8247,-0.38
KS,FRANKLIN,12759,-0.4
KS,GEARY,9187,-0.18
KS,GOVE,1398,-0.77
KS,GRAHAM,1287,-0.66
KS,GRANT,2222,-0.63
KS,GRAY,2193,-0.69
KS,GREELEY,593,-0.73
KS,GREENWOOD,2892,-0.61
KS,HAMILTON,815,-0.66
KS,HARPER,2565,-0.64
KS,HARVEY,16169,-0.21
KS,HASKELL,1279,-0.64
KS,HODGEMAN,966,-0.7
KS,JACKSON,6499,-0.42
KS,JEFFERSON,9975,-0.37
KS,JEWELL,1577,-0.76
KS,JOHNSON,346860,0.08
KS,KEARNY,1301,-0.68
KS,KINGMAN,3947,-0.6
KS,KIOWA,1109,-0.71
KS,LABETTE,7929,-0.38
KS,LANE,845,-0.71
KS,LEAVENWORTH,36756,-0.23
KS,LINCOLN,1507,-0.65
KS,LINN,5029,-0.64
KS,LOGAN,1402,-0.71
KS,LYON,13314,-0.15
KS,MCPHERSON,14167,-0.41
KS,MARION,5879,-0.49
KS,MARSHALL,4968,-0.49
KS,MEADE,1695,-0.7
KS,MIAMI,18750,-0.39
KS,MITCHELL,3173,-0.66
KS,MONTGOMERY,12441,-0.51
KS,MORRIS,2794,-0.46
KS,MORTON,1060,-0.73
KS,NEMAHA,5637,-0.67
KS,NEOSHO,6809,-0.48
KS,NESS,1364,-0.79
KS,NORTON,2275,-0.67
KS,OSAGE,7918,-0.48
KS,OSBORNE,1775,-0.69
KS,OTTAWA,3003,-0.67
KS,PAWNEE,2675,-0.52
KS,PHILLIPS,2750,-0.74
KS,POTTAWATOMIE,13490,-0.48
KS,PRATT,4082,-0.51
KS,RAWLINS,1410,-0.72
KS,RENO,27067,-0.34
KS,REPUBLIC,2455,-0.65
KS,RICE,3971,-0.57
KS,RILEY,24513,0.02
KS,ROOKS,2537,-0.71
KS,RUSH,1607,-0.65
KS,RUSSELL,3315,-0.61
KS,SALINE,23324,-0.31
KS,SCOTT,2136,-0.75
KS,SEDGWICK,215550,-0.14
KS,SEWARD,4573,-0.39
KS,SHAWNEE,82350,0
KS,SHERIDAN,1373,-0.8
KS,SHERMAN,2599,-0.69
KS,SMITH,2012,-0.68
KS,STAFFORD,1911,-0.64
KS,STANTON,664,-0.64
KS,STEVENS,1835,-0.76
KS,SUMNER,10581,-0.5
KS,THOMAS,3674,-0.66
KS,TREGO,1591,-0.71
KS,WABAUNSEE,3860,-0.48
KS,WALLACE,750,-0.85
KS,WASHINGTON,2700,-0.69
KS,WICHITA,860,-0.74
KS,WILSON,3609,-0.62
KS,WOODSON,1506,-0.61
KS,WYANDOTTE,50901,0.24
KY,ADAIR,8974,-0.71
KY,ALLEN,9418,-0.67
KY,ANDERSON,13095,-0.49
KY,BALLARD,4088,-0.65
KY,BARREN,19802,-0.53
KY,BATH,5389,-0.51
KY,BELL,9340,-0.69
KY,BOONE,67421,-0.37
KY,BOURBON,9537,-0.34
KY,BOYD,20951,-0.39
KY,BOYLE,14373,-0.29
KY,BRACKEN,4153,-0.65
KY,BREATHITT,5118,-0.59
KY,BRECKINRIDGE,10048,-0.58
KY,BULLITT,43209,-0.51
KY,BUTLER,5943,-0.66
KY,CALDWELL,6188,-0.58
KY,CALLOWAY,16945,-0.38
KY,CAMPBELL,48334,-0.2
KY,CARLISLE,2610,-0.68
KY,CARROLL,4025,-0.51
KY,CARTER,11422,-0.58
KY,CASEY,7080,-0.76
KY,CHRISTIAN,21671,-0.34
KY,CLARK,17885,-0.35
KY,CLAY,7526,-0.8
KY,CLINTON,4891,-0.76
KY,CRITTENDEN,4010,-0.68
KY,CUMBERLAND,3442,-0.71
KY,DAVIESS,47097,-0.32
KY,EDMONSON,6247,-0.63
KY,ELLIOTT,2914,-0.62
KY,ESTILL,6290,-0.63
KY,FAYETTE,143935,0.18
KY,FLEMING,7000,-0.61
KY,FLOYD,15673,-0.59
KY,FRANKLIN,25763,-0.05
KY,FULTON,2145,-0.4
KY,FULTON,2145,-0.4
KY,GALLATIN,3917,-0.6
KY,GARRARD,8917,-0.6
KY,GRANT,11469,-0.65
KY,GRAVES,16678,-0.62
KY,GRAYSON,12095,-0.62
KY,GREEN,5857,-0.72
KY,GREENUP,17374,-0.51
KY,HANCOCK,4633,-0.48
KY,HARDIN,48082,-0.29
KY,HARLAN,10388,-0.76
KY,HARRISON,9018,-0.48
KY,HART,8409,-0.6
KY,HENDERSON,19688,-0.29
KY,HENRY,8074,-0.53
KY,HICKMAN,2069,-0.61
KY,HOPKINS,20537,-0.51
KY,JACKSON,5944,-0.82
KY,JEFFERSON,355722,0.16
KY,JESSAMINE,26685,-0.36
KY,JOHNSON,9637,-0.71
KY,KENTON,81241,-0.22
KY,KNOTT,6015,-0.59
KY,KNOX,13179,-0.71
KY,LARUE,7259,-0.6
KY,LAUREL,27938,-0.7
KY,LAWRENCE,6574,-0.67
KY,LEE,2695,-0.67
KY,LESLIE,4358,-0.81
KY,LETCHER,8451,-0.64
KY,LEWIS,5721,-0.76
KY,LINCOLN,11034,-0.61
KY,LIVINGSTON,4972,-0.63
KY,LOGAN,12511,-0.55
KY,LYON,4187,-0.53
KY,MCCRACKEN,31947,-0.35
KY,MCCREARY,6212,-0.79
KY,MCLEAN,4634,-0.56
KY,MADISON,45329,-0.31
KY,MAGOFFIN,5282,-0.64
KY,MARION,9102,-0.44
KY,MARSHALL,17602,-0.57
KY,MARTIN,3658,-0.84
KY,MASON,7901,-0.44
KY,MEADE,14123,-0.52
KY,MENIFEE,3300,-0.58
KY,MERCER,11851,-0.51
KY,METCALFE,5127,-0.65
KY,MONROE,5308,-0.77
KY,MONTGOMERY,12821,-0.47
KY,MORGAN,5378,-0.63
KY,MUHLENBERG,13692,-0.54
KY,NELSON,22852,-0.42
KY,NICHOLAS,3319,-0.49
KY,OHIO,10937,-0.6
KY,OLDHAM,38210,-0.23
KY,OWEN,5500,-0.63
KY,OWSLEY,1839,-0.77
KY,PENDLETON,6900,-0.64
KY,PERRY,9992,-0.6
KY,PIKE,23950,-0.65
KY,POWELL,5369,-0.54
KY,PULASKI,31735,-0.65
KY,ROBERTSON,1144,-0.61
KY,ROCKCASTLE,7737,-0.73
KY,ROWAN,9873,-0.28
KY,RUSSELL,8893,-0.72
KY,SCOTT,29769,-0.28
KY,SHELBY,24620,-0.35
KY,SIMPSON,8776,-0.44
KY,SPENCER,11480,-0.57
KY,TAYLOR,12261,-0.57
KY,TODD,5112,-0.58
KY,TRIGG,7196,-0.52
KY,TRIMBLE,4249,-0.56
KY,UNION,6058,-0.58
KY,WARREN,56891,-0.24
KY,WASHINGTON,6341,-0.5
KY,WAYNE,8733,-0.66
KY,WEBSTER,5556,-0.57
KY,WHITLEY,15075,-0.69
KY,WOLFE,2919,-0.5
KY,WOODFORD,14993,-0.14
LA,ACADIA PARISH,26720,-0.64
LA,ALLEN PARISH,8751,-0.61
LA,ASCENSION PARISH,62473,-0.34
LA,ASSUMPTION PARISH,10367,-0.36
LA,AVOYELLES PARISH,16037,-0.43
LA,BEAUREGARD PARISH,15874,-0.71
LA,BIENVILLE PARISH,6256,-0.18
LA,BOSSIER PARISH,52232,-0.43
LA,CADDO PARISH,94699,0.05
LA,CALCASIEU PARISH,81201,-0.4
LA,CALDWELL PARISH,4334,-0.72
LA,CAMERON PARISH,3362,-0.86
LA,CATAHOULA PARISH,4348,-0.51
LA,CLAIBORNE PARISH,5816,-0.22
LA,CONCORDIA PARISH,7755,-0.29
LA,DE SOTO PARISH,13913,-0.35
LA,EAST BATON ROUGE PARISH,190643,0.11
LA,EAST CARROLL PARISH,2306,0.18
LA,EAST FELICIANA PARISH,9947,-0.22
LA,EVANGELINE PARISH,14176,-0.49
LA,FRANKLIN PARISH,8798,-0.49
LA,GRANT PARISH,9018,-0.77
LA,IBERIA PARISH,29331,-0.34
LA,IBERVILLE PARISH,15354,-0.01
LA,JACKSON PARISH,7226,-0.48
LA,JEFFERSON PARISH,178205,-0.13
LA,JEFFERSON DAVIS PARISH,14358,-0.61
LA,LAFAYETTE PARISH,111086,-0.31
LA,LAFOURCHE PARISH,42845,-0.62
LA,LA SALLE PARISH,6620,-0.83
LA,LINCOLN PARISH,18157,-0.25
LA,LIVINGSTON PARISH,65906,-0.68
LA,MADISON PARISH,3992,0.06
LA,MOREHOUSE PARISH,10097,-0.19
LA,NATCHITOCHES PARISH,15040,-0.22
LA,ORLEANS PARISH,159130,0.67
LA,OUACHITA PARISH,64436,-0.28
LA,PLAQUEMINES PARISH,9945,-0.38
LA,POINTE COUPEE PARISH,11570,-0.28
LA,RAPIDES PARISH,53395,-0.37
LA,RED RIVER PARISH,3725,-0.27
LA,RICHLAND PARISH,9193,-0.39
LA,SABINE PARISH,10170,-0.7
LA,ST. BERNARD PARISH,17292,-0.29
LA,ST. CHARLES PARISH,26685,-0.32
LA,ST. HELENA PARISH,5745,0.01
LA,ST. JAMES PARISH,11789,-0.01
LA,ST. JOHN THE BAPTIST PARISH,18827,0.29
LA,ST. LANDRY PARISH,37043,-0.19
LA,ST. MARTIN PARISH,25006,-0.41
LA,ST. MARY PARISH,20897,-0.32
LA,ST. TAMMANY PARISH,138384,-0.44
LA,TANGIPAHOA PARISH,55104,-0.38
LA,TENSAS PARISH,2128,-0.04
LA,TERREBONNE PARISH,41327,-0.52
LA,UNION PARISH,10475,-0.57
LA,VERMILION PARISH,26429,-0.64
LA,VERNON PARISH,16149,-0.68
LA,WASHINGTON PARISH,18455,-0.4
LA,WEBSTER PARISH,16205,-0.37
LA,WEST BATON ROUGE PARISH,13836,-0.12
LA,WEST CARROLL PARISH,4603,-0.74
LA,WEST FELICIANA PARISH,6008,-0.32
LA,WINN PARISH,5781,-0.55
ME,ANDROSCOGGIN,58847,-0.06
ME,AROOSTOOK,35653,-0.26
ME,CUMBERLAND,192656,0.35
ME,FRANKLIN,17836,-0.08
ME,HANCOCK,36253,0.12
ME,KENNEBEC,72886,-0.03
ME,KNOX,25893,0.19
ME,LINCOLN,24003,0.11
ME,OXFORD,34590,-0.13
ME,PENOBSCOT,87073,-0.11
ME,PISCATAQUIS,10205,-0.29
ME,SAGADAHOC,24456,0.17
ME,SOMERSET,28441,-0.27
ME,WALDO,25130,0.03
ME,WASHINGTON,18046,-0.24
ME,YORK,132838,0.11
MD,ALLEGANY,32137,-0.4
MD,ANNE ARUNDEL,311572,0.14
MD,BALTIMORE,412915,0.24
MD,CALVERT,54191,-0.11
MD,CAROLINE,16330,-0.38
MD,CARROLL,102651,-0.25
MD,CECIL,52831,-0.31
MD,CHARLES,92097,0.4
MD,DORCHESTER,16772,-0.15
MD,FREDERICK,156114,0.09
MD,GARRETT,15838,-0.54
MD,HARFORD,150090,-0.14
MD,HOWARD,182291,0.41
MD,KENT,11128,-0.03
MD,MONTGOMERY,519221,0.53
MD,PRINCE GEORGE'S,404009,0.75
MD,QUEEN ANNE'S,32347,-0.28
MD,ST. MARY'S,58954,-0.17
MD,SOMERSET,10137,-0.17
MD,TALBOT,22830,0
MD,WASHINGTON,73332,-0.23
MD,WICOMICO,46912,-0.05
MD,WORCESTER,32881,-0.22
MD,BALTIMORE CITY,230754,0.73
MA,BARNSTABLE,148785,0.21
MA,BERKSHIRE,68674,0.4
MA,BRISTOL,278017,0.01
MA,DUKES,12209,0.52
MA,ESSEX,401851,0.2
MA,FRANKLIN,42248,0.38
MA,HAMPDEN,208604,0.09
MA,HAMPSHIRE,84720,0.42
MA,MIDDLESEX,814832,0.39
MA,NANTUCKET,7118,0.37
MA,NORFOLK,386447,0.29
MA,PLYMOUTH,300129,0.09
MA,SUFFOLK,299193,0.52
MA,WORCESTER,420841,0.1
MI,ALCONA,7487,-0.42
MI,ALGER,5258,-0.2
MI,ALLEGAN,72024,-0.27
MI,ALPENA,17241,-0.29
MI,ANTRIM,16912,-0.24
MI,ARENAC,9163,-0.4
MI,BARAGA,4336,-0.3
MI,BARRY,38683,-0.34
MI,BAY,61338,-0.15
MI,BENZIE,12871,-0.09
MI,BERRIEN,84668,-0.08
MI,BRANCH,21089,-0.42
MI,CALHOUN,68590,-0.14
MI,CASS,27915,-0.34
MI,CHARLEVOIX,17679,-0.17
MI,CHEBOYGAN,16457,-0.31
MI,CHIPPEWA,18387,-0.24
MI,CLARE,17310,-0.37
MI,CLINTON,50074,-0.09
MI,CRAWFORD,8487,-0.34
MI,DELTA,21897,-0.3
MI,DICKINSON,15344,-0.36
MI,EATON,65208,-0.03
MI,EMMET,22901,-0.11
MI,GENESEE,223665,0.04
MI,GLADWIN,15506,-0.41
MI,GOGEBIC,8315,-0.17
MI,GRAND TRAVERSE,62887,-0.02
MI,GRATIOT,19864,-0.31
MI,HILLSDALE,24828,-0.51
MI,HOUGHTON,19405,-0.17
MI,HURON,18969,-0.41
MI,INGHAM,148303,0.3
MI,IONIA,34021,-0.32
MI,IOSCO,15754,-0.31
MI,IRON,7033,-0.29
MI,ISABELLA,30900,-0.07
MI,JACKSON,83827,-0.21
MI,KALAMAZOO,146119,0.18
MI,KALKASKA,11550,-0.43
MI,KENT,372930,0.05
MI,KEWEENAW,1614,-0.13
MI,LAKE,6930,-0.32
MI,LAPEER,55508,-0.4
MI,LEELANAU,17720,0.08
MI,LENAWEE,55093,-0.23
MI,LIVINGSTON,132716,-0.24
MI,LUCE,2991,-0.47
MI,MACKINAC,7248,-0.25
MI,MACOMB,510076,-0.14
MI,MANISTEE,15323,-0.16
MI,MARQUETTE,39009,0.09
MI,MASON,18091,-0.21
MI,MECOSTA,22521,-0.3
MI,MENOMINEE,13087,-0.34
MI,MIDLAND,50379,-0.15
MI,MISSAUKEE,9152,-0.56
MI,MONROE,91488,-0.27
MI,MONTCALM,34845,-0.39
MI,MONTMORENCY,6401,-0.45
MI,MUSKEGON,95181,-0.02
MI,NEWAYGO,29238,-0.43
MI,OAKLAND,773913,0.11
MI,OCEANA,14884,-0.3
MI,OGEMAW,12642,-0.42
MI,ONTONAGON,3844,-0.3
MI,OSCEOLA,13202,-0.48
MI,OSCODA,5197,-0.44
MI,OTSEGO,15999,-0.35
MI,OTTAWA,178507,-0.21
MI,PRESQUE ISLE,8762,-0.29
MI,ROSCOMMON,16073,-0.33
MI,SAGINAW,104000,-0.03
MI,ST. CLAIR,96663,-0.35
MI,ST. JOSEPH,29350,-0.34
MI,SANILAC,23362,-0.48
MI,SCHOOLCRAFT,4898,-0.32
MI,SHIAWASSEE,40752,-0.23
MI,TUSCOLA,30746,-0.43
MI,VAN BUREN,41249,-0.15
MI,WASHTENAW,222169,0.44
MI,WAYNE,859326,0.29
MI,WEXFORD,19499,-0.35
MN,AITKIN,10446,-0.31
MN,ANOKA,210481,-0.04
MN,BECKER,19739,-0.33
MN,BELTRAMI,24874,-0.06
MN,BENTON,22824,-0.36
MN,BIG STONE,2824,-0.29
MN,BLUE EARTH,36442,-0.01
MN,BROWN,14598,-0.35
MN,CARLTON,20815,-0.02
MN,CARVER,69160,-0.05
MN,CASS,19363,-0.33
MN,CHIPPEWA,6318,-0.34
MN,CHISAGO,35601,-0.31
MN,CLAY,32874,0
MN,CLEARWATER,4814,-0.5
MN,COOK,3660,0.35
MN,COTTONWOOD,5988,-0.41
MN,CROW WING,42366,-0.31
MN,DAKOTA,259805,0.13
MN,DODGE,12484,-0.32
MN,DOUGLAS,25106,-0.35
MN,FARIBAULT,7761,-0.37
MN,FILLMORE,12385,-0.25
MN,FREEBORN,16704,-0.21
MN,GOODHUE,28817,-0.16
MN,GRANT,3543,-0.31
MN,HENNEPIN,720173,0.42
MN,HOUSTON,11428,-0.16
MN,HUBBARD,13617,-0.31
MN,ISANTI,25918,-0.41
MN,ITASCA,26840,-0.2
MN,JACKSON,5644,-0.42
MN,KANABEC,9703,-0.42
MN,KANDIYOHI,23283,-0.31
MN,KITTSON,2500,-0.25
MN,KOOCHICHING,6789,-0.26
MN,LAC QUI PARLE,3996,-0.32
MN,LAKE,6954,0.04
MN,LAKE OF THE WOODS,2347,-0.47
MN,LE SUEUR,17469,-0.34
MN,LINCOLN,3235,-0.38
MN,LYON,12990,-0.32
MN,MCLEOD,21199,-0.38
MN,MAHNOMEN,2183,-0.09
MN,MARSHALL,5031,-0.52
MN,MARTIN,10796,-0.39
MN,MEEKER,13694,-0.43
MN,MILLE LACS,15190,-0.41
MN,MORRISON,20313,-0.56
MN,MOWER,18969,-0.11
MN,MURRAY,4769,-0.42
MN,NICOLLET,19417,-0
MN,NOBLES,8275,-0.36
MN,NORMAN,3294,-0.22
MN,OLMSTED,90924,0.11
MN,OTTER TAIL,36736,-0.34
MN,PENNINGTON,7381,-0.31
MN,PINE,16911,-0.35
MN,PIPESTONE,4837,-0.48
MN,POLK,15419,-0.34
MN,POPE,7218,-0.32
MN,RAMSEY,278025,0.43
MN,RED LAKE,2116,-0.37
MN,REDWOOD,8326,-0.43
MN,RENVILLE,8058,-0.41
MN,RICE,36412,-0.02
MN,ROCK,5373,-0.39
MN,ROSEAU,8499,-0.49
MN,ST. LOUIS,119009,0.14
MN,SCOTT,90141,-0.09
MN,SHERBURNE,57960,-0.35
MN,SIBLEY,8537,-0.43
MN,STEARNS,86632,-0.27
MN,STEELE,20872,-0.24
MN,STEVENS,5139,-0.27
MN,SWIFT,5054,-0.34
MN,TODD,13718,-0.53
MN,TRAVERSE,1802,-0.32
MN,WABASHA,13509,-0.28
MN,WADENA,8047,-0.51
MN,WASECA,10387,-0.32
MN,WASHINGTON,169536,0.09
MN,WATONWAN,4933,-0.28
MN,WILKIN,3353,-0.39
MN,WINONA,27797,-0.05
MN,WRIGHT,90041,-0.29
MN,YELLOW MEDICINE,5410,-0.4
MS,ADAMS,11928,0.14
MS,ALCORN,15112,-0.68
MS,AMITE,6815,-0.33
MS,ATTALA,7703,-0.23
MS,BENTON,3884,-0.31
MS,BOLIVAR,10435,0.24
MS,CALHOUN,6034,-0.48
MS,CARROLL,5194,-0.44
MS,CHICKASAW,7234,-0.14
MS,CHOCTAW,3890,-0.49
MS,CLAIBORNE,3541,0.68
MS,CLARKE,7571,-0.35
MS,CLAY,9057,0.1
MS,COAHOMA,6790,0.4
MS,COPIAH,11665,-0.06
MS,COVINGTON,8861,-0.33
MS,DESOTO,79254,-0.24
MS,FORREST,28466,-0.18
MS,FRANKLIN,4066,-0.4
MS,GEORGE,11069,-0.79
MS,GREENE,5649,-0.7
MS,GRENADA,9766,-0.16
MS,HANCOCK,21175,-0.59
MS,HARRISON,76072,-0.29
MS,HINDS,87128,0.46
MS,HOLMES,6730,0.62
MS,HUMPHREYS,3468,0.42
MS,ISSAQUENA,622,-0.01
MS,ITAWAMBA,10621,-0.8
MS,JACKSON,52497,-0.4
MS,JASPER,7890,-0.05
MS,JEFFERSON,3299,0.66
MS,JEFFERSON DAVIS,5378,0.14
MS,JONES,27802,-0.47
MS,KEMPER,4087,0.17
MS,LAFAYETTE,23409,-0.22
MS,LAMAR,28262,-0.49
MS,LAUDERDALE,27452,-0.21
MS,LAWRENCE,6053,-0.36
MS,LEAKE,8380,-0.23
MS,LEE,35338,-0.39
MS,LEFLORE,9434,0.38
MS,LINCOLN,15829,-0.45
MS,LOWNDES,24426,-0.08
MS,MADISON,55935,-0.17
MS,MARION,11208,-0.42
MS,MARSHALL,14983,-0.07
MS,MONROE,16069,-0.36
MS,MONTGOMERY,4427,-0.21
MS,NESHOBA,10873,-0.51
MS,NEWTON,9323,-0.43
MS,NOXUBEE,4449,0.48
MS,OKTIBBEHA,18116,-0
MS,PANOLA,14422,-0.15
MS,PEARL RIVER,24701,-0.67
MS,PERRY,5539,-0.6
MS,PIKE,15519,-0.03
MS,PONTOTOC,14068,-0.68
MS,PRENTISS,10381,-0.66
MS,QUITMAN,2677,0.31
MS,RANKIN,69887,-0.47
MS,SCOTT,9891,-0.24
MS,SHARKEY,1766,0.37
MS,SIMPSON,11094,-0.37
MS,SMITH,7676,-0.61
MS,STONE,7919,-0.58
MS,SUNFLOWER,7876,0.36
MS,TALLAHATCHIE,5012,0.06
MS,TATE,12861,-0.44
MS,TIPPAH,9604,-0.67
MS,TISHOMINGO,9068,-0.79
MS,TUNICA,2672,0.39
MS,UNION,12478,-0.7
MS,WALTHALL,6529,-0.27
MS,WARREN,18298,-0.04
MS,WASHINGTON,14540,0.35
MS,WAYNE,9119,-0.33
MS,WEBSTER,5095,-0.65
MS,WILKINSON,2931,0.25
MS,WINSTON,8393,-0.18
MS,YALOBUSHA,5878,-0.21
MS,YAZOO,8971,-0.02
MO,ADAIR,10291,-0.33
MO,ANDREW,9847,-0.52
MO,ATCHISON,2713,-0.6
MO,AUDRAIN,10523,-0.48
MO,BARRY,16165,-0.64
MO,BARTON,6015,-0.72
MO,BATES,8360,-0.62
MO,BENTON,10769,-0.59
MO,BOLLINGER,6161,-0.75
MO,BOONE,90375,0.1
MO,BUCHANAN,35905,-0.28
MO,BUTLER,17926,-0.64
MO,CALDWELL,4721,-0.61
MO,CALLAWAY,21524,-0.43
MO,CAMDEN,25622,-0.54
MO,CAPE GIRARDEAU,40537,-0.46
MO,CARROLL,4535,-0.64
MO,CARTER,2862,-0.74
MO,CASS,59349,-0.32
MO,CEDAR,7188,-0.7
MO,CHARITON,4089,-0.56
MO,CHRISTIAN,50789,-0.52
MO,CLARK,3333,-0.62
MO,CLAY,130789,-0.06
MO,CLINTON,11267,-0.48
MO,COLE,40152,-0.34
MO,COOPER,8867,-0.46
MO,CRAWFORD,10852,-0.62
MO,DADE,4186,-0.67
MO,DALLAS,8441,-0.65
MO,DAVIESS,3925,-0.63
MO,DEKALB,4814,-0.63
MO,DENT,7103,-0.7
MO,DOUGLAS,7289,-0.72
MO,DUNKLIN,10075,-0.62
MO,FRANKLIN,55699,-0.46
MO,GASCONADE,7997,-0.6
MO,GENTRY,3292,-0.62
MO,GREENE,144876,-0.21
MO,GRUNDY,4414,-0.63
MO,HARRISON,3845,-0.72
MO,HENRY,10932,-0.53
MO,HICKORY,5120,-0.61
MO,HOLT,2356,-0.69
MO,HOWARD,4965,-0.44
MO,HOWELL,19021,-0.67
MO,IRON,4518,-0.63
MO,JACKSON,319728,0.19
MO,JASPER,54041,-0.46
MO,JEFFERSON,119833,-0.37
MO,JOHNSON,23688,-0.39
MO,KNOX,1810,-0.65
MO,LACLEDE,17139,-0.67
MO,LAFAYETTE,17248,-0.49
MO,LAWRENCE,18492,-0.63
MO,LEWIS,4495,-0.6
MO,LINCOLN,32133,-0.56
MO,LINN,5687,-0.57
MO,LIVINGSTON,6873,-0.58
MO,MCDONALD,9364,-0.69
MO,MACON,7839,-0.62
MO,MADISON,5753,-0.65
MO,MARIES,4786,-0.68
MO,MARION,13153,-0.53
MO,MERCER,1792,-0.73
MO,MILLER,13011,-0.67
MO,MISSISSIPPI,4449,-0.54
MO,MONITEAU,7275,-0.63
MO,MONROE,4378,-0.6
MO,MONTGOMERY,5998,-0.6
MO,MORGAN,9735,-0.6
MO,NEW MADRID,6811,-0.54
MO,NEWTON,29200,-0.58
MO,NODAWAY,9720,-0.44
MO,OREGON,4613,-0.69
MO,OSAGE,7745,-0.73
MO,OZARK,4780,-0.7
MO,PEMISCOT,5278,-0.49
MO,PERRY,9844,-0.63
MO,PETTIS,18935,-0.49
MO,PHELPS,19385,-0.43
MO,PIKE,7853,-0.58
MO,PLATTE,58189,-0.03
MO,POLK,15908,-0.61
MO,PULASKI,15604,-0.5
MO,PUTNAM,2380,-0.7
MO,RALLS,5777,-0.59
MO,RANDOLPH,11028,-0.52
MO,RAY,11699,-0.48
MO,REYNOLDS,3059,-0.68
MO,RIPLEY,5804,-0.73
MO,ST. CHARLES,227408,-0.17
MO,ST. CLAIR,5002,-0.6
MO,STE. GENEVIEVE,9803,-0.45
MO,ST. FRANCOIS,28698,-0.51
MO,ST. LOUIS,502738,0.23
MO,SALINE,9330,-0.4
MO,SCHUYLER,1945,-0.64
MO,SCOTLAND,1920,-0.62
MO,SCOTT,17480,-0.59
MO,SHANNON,4018,-0.68
MO,SHELBY,3262,-0.66
MO,STODDARD,13634,-0.74
MO,STONE,19179,-0.61
MO,SULLIVAN,2463,-0.66
MO,TANEY,26824,-0.59
MO,TEXAS,11525,-0.72
MO,VERNON,9001,-0.59
MO,WARREN,20166,-0.49
MO,WASHINGTON,10270,-0.65
MO,WAYNE,5847,-0.73
MO,WEBSTER,19814,-0.62
MO,WORTH,1105,-0.65
MO,WRIGHT,8980,-0.76
MO,ST. LOUIS CITY,116979,0.64
MT,BEAVERHEAD,5794,-0.43
MT,BIG HORN,4470,-0.02
MT,BLAINE,3019,-0.06
MT,BROADWATER,4810,-0.6
MT,CARBON,7297,-0.32
MT,CARTER,854,-0.8
MT,CASCADE,37583,-0.22
MT,CHOUTEAU,2934,-0.32
MT,CUSTER,5801,-0.49
MT,DANIELS,951,-0.66
MT,DAWSON,4638,-0.59
MT,DEER LODGE,4870,0.01
MT,FALLON,1507,-0.76
MT,FERGUS,6712,-0.51
MT,FLATHEAD,63501,-0.34
MT,GALLATIN,70317,0.03
MT,GARFIELD,800,-0.9
MT,GLACIER,5078,0.2
MT,GOLDEN VALLEY,515,-0.72
MT,GRANITE,2176,-0.44
MT,HILL,6804,-0.18
MT,JEFFERSON,8293,-0.37
MT,JUDITH BASIN,1353,-0.58
MT,LAKE,16971,-0.2
MT,LEWIS AND CLARK,42263,-0.06
MT,LIBERTY,988,-0.54
MT,LINCOLN,11789,-0.53
MT,MCCONE,1082,-0.74
MT,MADISON,6462,-0.45
MT,MEAGHER,1172,-0.54
MT,MINERAL,2833,-0.48
MT,MISSOULA,72773,0.21
MT,MUSSELSHELL,3012,-0.72
MT,PARK,11717,-0.08
MT,PETROLEUM,324,-0.76
MT,PHILLIPS,2189,-0.62
MT,PONDERA,2852,-0.42
MT,POWDER RIVER,1106,-0.75
MT,POWELL,3282,-0.54
MT,PRAIRIE,689,-0.62
MT,RAVALLI,30027,-0.4
MT,RICHLAND,5309,-0.68
MT,ROOSEVELT,3914,-0.1
MT,ROSEBUD,3693,-0.37
MT,SANDERS,8072,-0.55
MT,SHERIDAN,1912,-0.42
MT,SILVER BOW,18226,0.07
MT,STILLWATER,5906,-0.62
MT,SWEET GRASS,2381,-0.53
MT,TETON,3568,-0.45
MT,TOOLE,2046,-0.57
MT,TREASURE,442,-0.7
MT,VALLEY,4079,-0.51
MT,WHEATLAND,1086,-0.58
MT,WIBAUX,546,-0.72
MT,YELLOWSTONE,81393,-0.27
NE,ADAMS,14412,-0.42
NE,ANTELOPE,3458,-0.76
NE,ARTHUR,283,-0.87
NE,BANNER,390,-0.81
NE,BLAINE,292,-0.73
NE,BOONE,3040,-0.66
NE,BOX BUTTE,4937,-0.56
NE,BOYD,1076,-0.75
NE,BROWN,1648,-0.75
NE,BUFFALO,23877,-0.45
